itemID,itemName,itemMembers,itemTradeable,itemHighalch,itemBuyLimit
254,Tarromin,True,True,6,
255,Harralander,True,True,12,13000
256,Harralander,True,True,12,
257,Ranarr weed,True,True,15,11000
258,Ranarr weed,True,True,15,
259,Irit leaf,True,True,24,13000
260,Irit leaf,True,True,24,
261,Avantoe,True,True,28,13000
262,Avantoe,True,True,28,
263,Kwuarm,True,True,32,13000
264,Kwuarm,True,True,32,
265,Cadantine,True,True,39,11000
266,Cadantine,True,True,39,
267,Dwarf weed,True,True,42,11000
268,Dwarf weed,True,True,42,
269,Torstol,True,True,45,11000
270,Torstol,True,True,45,
271,Pressure gauge,False,False,0,
272,Fish food,False,True,0,15
273,Poison,False,True,0,15
274,Poisoned fish food,False,False,0,
275,Key,False,False,0,
276,Rubber tube,False,False,1,
277,Oil can,False,False,1,
278,Cattleprod,True,False,1,
279,Sheep feed,True,False,1,
280,Sheep bones (1),True,False,0,
281,Sheep bones (2),True,False,0,
282,Sheep bones (3),True,False,0,
283,Sheep bones (4),True,False,0,
284,Plague jacket,True,False,30,
285,Plague trousers,True,False,30,
286,Orange goblin mail,False,False,24,
287,Blue goblin mail,False,False,24,
288,Goblin mail,False,True,24,15
289,Goblin mail,False,True,24,
290,Research package,False,False,1,
291,Notes,False,False,3,
292,Book on baxtorian,True,False,1,
293,Key,True,False,0,
294,Glarial's pebble,True,False,0,
295,Glarial's amulet,True,False,0,
296,Glarial's urn,True,False,0,
297,Glarial's urn (empty),True,False,0,
298,Key,True,False,0,
299,Mithril seeds,True,True,120,18000
300,Rat's tail,False,False,1,
301,Lobster pot,False,True,12,40
302,Lobster pot,False,True,12,
303,Small fishing net,False,True,3,40
304,Small fishing net,False,True,3,
305,Big fishing net,True,True,12,40
306,Big fishing net,True,True,12,
307,Fishing rod,False,True,3,40
308,Fishing rod,False,True,3,
309,Fly fishing rod,False,True,3,40
310,Fly fishing rod,False,True,3,
311,Harpoon,False,True,3,40
312,Harpoon,False,True,3,
313,Fishing bait,False,True,1,8000
314,Feather,False,True,1,13000
315,Shrimps,False,True,3,6000
316,Shrimps,False,True,3,
317,Raw shrimps,False,True,3,15000
318,Raw shrimps,False,True,3,
319,Anchovies,False,True,9,15000
320,Anchovies,False,True,9,
321,Raw anchovies,False,True,9,13000
322,Raw anchovies,False,True,9,
323,Burnt fish,False,True,0,
324,Burnt fish,False,True,0,
325,Sardine,False,True,6,6000
326,Sardine,False,True,6,
327,Raw sardine,False,True,6,15000
328,Raw sardine,False,True,6,
329,Salmon,False,True,18,6000
330,Salmon,False,True,18,
331,Raw salmon,False,True,18,15000
332,Raw salmon,False,True,18,
333,Trout,False,True,6,6000
334,Trout,False,True,6,
335,Raw trout,False,True,6,15000
336,Raw trout,False,True,6,
337,Giant carp,True,False,6,
338,Raw giant carp,True,False,6,
339,Cod,True,True,6,6000
340,Cod,True,True,6,
341,Raw cod,True,True,6,15000
342,Raw cod,True,True,6,
343,Burnt fish,False,True,0,
344,Burnt fish,False,True,0,
345,Raw herring,False,True,6,15000
346,Raw herring,False,True,6,
347,Herring,False,True,6,6000
348,Herring,False,True,6,
349,Raw pike,False,True,12,15000
350,Raw pike,False,True,12,
351,Pike,False,True,12,6000
352,Pike,False,True,12,
353,Raw mackerel,True,True,9,15000
354,Raw mackerel,True,True,9,
355,Mackerel,True,True,9,6000
356,Mackerel,True,True,9,
357,Burnt fish,False,True,0,
358,Burnt fish,False,True,0,
359,Raw tuna,False,True,24,15000
360,Raw tuna,False,True,24,
361,Tuna,False,True,24,6000
362,Tuna,False,True,24,
363,Raw bass,True,True,24,15000
364,Raw bass,True,True,24,
365,Bass,True,True,24,6000
366,Bass,True,True,24,
367,Burnt fish,False,True,0,
368,Burnt fish,False,True,0,
369,Burnt fish,False,True,0,
370,Burnt fish,False,True,0,
371,Raw swordfish,False,True,48,15000
372,Raw swordfish,False,True,48,
373,Swordfish,False,True,48,6000
374,Swordfish,False,True,48,
375,Burnt swordfish,False,True,0,
376,Burnt swordfish,False,True,0,
377,Raw lobster,False,True,42,15000
378,Raw lobster,False,True,42,
379,Lobster,False,True,42,6000
380,Lobster,False,True,42,
381,Burnt lobster,False,True,0,
382,Burnt lobster,False,True,0,
383,Raw shark,True,True,102,15000
384,Raw shark,True,True,102,
385,Shark,True,True,102,10000
386,Shark,True,True,102,
387,Burnt shark,True,True,0,
388,Burnt shark,True,True,0,
389,Raw manta ray,True,True,120,15000
390,Raw manta ray,True,True,120,
391,Manta ray,True,True,120,10000
392,Manta ray,True,True,120,
393,Burnt manta ray,True,True,0,
394,Burnt manta ray,True,True,0,
395,Raw sea turtle,True,True,120,15000
396,Raw sea turtle,True,True,120,
397,Sea turtle,True,True,120,10000
398,Sea turtle,True,True,120,
399,Burnt sea turtle,True,True,0,
400,Burnt sea turtle,True,True,0,
401,Seaweed,True,True,1,13000
402,Seaweed,True,True,1,
403,Edible seaweed,True,True,1,13000
404,Edible seaweed,True,True,1,
405,Casket,True,True,30,50
406,Casket,True,True,30,
407,Oyster,True,True,120,11000
408,Oyster,True,True,120,
409,Empty oyster,True,True,3,
410,Empty oyster,True,True,3,
411,Oyster pearl,True,True,67,11000
412,Oyster pearl,True,True,67,
413,Oyster pearls,True,True,840,11000
414,Oyster pearls,True,True,840,
415,Ethenea,True,False,6,
416,Liquid honey,True,False,0,
417,Sulphuric broline,True,False,0,
418,Plague sample,True,False,0,
419,Touch paper,True,False,0,
420,Distillator,True,False,0,
421,Lathas' amulet,True,False,6,
422,Bird feed,True,False,0,
423,Key,True,False,0,
424,Pigeon cage,True,False,0,
425,Pigeon cage,True,False,0,
426,Priest gown,False,True,3,150
427,Priest gown,False,True,3,
428,Priest gown,False,True,3,150
429,Priest gown,False,True,3,
430,Medical gown,True,False,24,
431,Karamjan rum,False,False,18,
432,Chest key,False,False,0,
433,Pirate message,False,False,0,
434,Clay,False,True,0,13000
435,Clay,False,True,0,
436,Copper ore,False,True,1,13000
437,Copper ore,False,True,1,
438,Tin ore,False,True,1,13000
439,Tin ore,False,True,1,
440,Iron ore,False,True,10,13000
441,Iron ore,False,True,10,
442,Silver ore,False,True,45,13000
443,Silver ore,False,True,45,
444,Gold ore,False,True,90,13000
445,Gold ore,False,True,90,
446,'perfect' gold ore,True,False,90,
447,Mithril ore,False,True,97,13000
448,Mithril ore,False,True,97,
449,Adamantite ore,False,True,240,4500
450,Adamantite ore,False,True,240,
451,Runite ore,False,True,1920,4500
452,Runite ore,False,True,1920,
453,Coal,False,True,27,13000
454,Coal,False,True,27,
455,Barcrawl card,True,False,6,
456,Scorpion cage,True,False,6,
457,Scorpion cage,True,False,6,
458,Scorpion cage,True,False,6,
459,Scorpion cage,True,False,6,
460,Scorpion cage,True,False,6,
461,Scorpion cage,True,False,6,
462,Scorpion cage,True,False,6,
463,Scorpion cage,True,False,6,
464,Strange fruit,True,True,0,2000
465,Strange fruit,True,True,0,
466,Pickaxe handle,False,True,0,
467,Pickaxe handle,False,True,0,
468,Broken pickaxe,False,True,0,
469,Broken pickaxe,False,True,0,
470,Broken pickaxe,False,True,0,
471,Broken pickaxe,False,True,0,
472,Broken pickaxe,False,True,0,
473,Broken pickaxe,False,True,0,
474,Broken pickaxe,False,True,0,
475,Broken pickaxe,False,True,0,
476,Broken pickaxe,False,True,0,
477,Broken pickaxe,False,True,0,
478,Broken pickaxe,False,True,0,
479,Broken pickaxe,False,True,0,
480,Bronze pick head,False,True,0,
481,Bronze pick head,False,True,0,
482,Iron pick head,False,True,0,
483,Iron pick head,False,True,0,
484,Steel pick head,False,True,0,
485,Steel pick head,False,True,0,
486,Mithril pick head,False,True,0,
487,Mithril pick head,False,True,0,
488,Adamant pick head,False,True,0,
489,Adamant pick head,False,True,0,
490,Rune pick head,False,True,0,
491,Rune pick head,False,True,0,
492,Axe handle,False,True,0,
493,Axe handle,False,True,0,
494,Broken axe,False,True,0,
495,Broken axe,False,True,0,
496,Broken axe,False,True,0,
497,Broken axe,False,True,0,
498,Broken axe,False,True,0,
499,Broken axe,False,True,0,
500,Broken axe,False,True,0,
501,Broken axe,False,True,0,
502,Broken axe,False,True,0,
503,Broken axe,False,True,0,
504,Broken axe,False,True,0,
505,Broken axe,False,True,0,
506,Broken axe,False,True,0,
507,Broken axe,False,True,0,
508,Bronze axe head,False,False,0,
509,Bronze axe head,False,False,0,
510,Iron axe head,False,False,0,
511,Iron axe head,False,False,0,
512,Steel axe head,False,False,0,
513,Steel axe head,False,False,0,
514,Black axe head,False,False,0,
515,Black axe head,False,False,0,
516,Mithril axe head,False,False,0,
517,Mithril axe head,False,False,0,
518,Adamant axe head,False,False,0,
519,Adamant axe head,False,False,0,
520,Rune axe head,False,False,0,
521,Rune axe head,False,False,0,
522,Enchanted beef,True,False,0,
523,Enchanted rat,True,False,0,
524,Enchanted bear,True,False,0,
525,Enchanted chicken,True,False,0,
526,Bones,False,True,0,3000
527,Bones,False,True,0,
528,Burnt bones,False,True,0,3000
529,Burnt bones,False,True,0,
530,Bat bones,True,True,0,3000
531,Bat bones,True,True,0,
532,Big bones,False,True,0,3000
533,Big bones,False,True,0,
534,Babydragon bones,True,True,0,3000
535,Babydragon bones,True,True,0,
536,Dragon bones,True,True,96,7500
537,Dragon bones,True,True,96,
538,Druid's robe,True,True,18,125
539,Druid's robe,True,True,18,
540,Druid's robe top,True,True,24,125
541,Druid's robe top,True,True,24,
542,Monk's robe,False,True,18,125
543,Monk's robe,False,True,18,
544,Monk's robe top,False,True,24,125
545,Monk's robe top,False,True,24,
546,Shade robe top,False,True,24,125
547,Shade robe top,False,True,24,
548,Shade robe,False,True,18,125
549,Shade robe,False,True,18,
550,Newcomer map,False,True,0,
551,Newcomer map,False,True,0,
552,Ghostspeak amulet,False,False,21,
553,Ghost's skull,False,False,0,
554,Fire rune,False,True,2,20000
555,Water rune,False,True,2,20000
556,Air rune,False,True,2,20000
557,Earth rune,False,True,2,20000
558,Mind rune,False,True,1,12000
559,Body rune,False,True,1,12000
560,Death rune,False,True,108,10000
561,Nature rune,False,True,108,12000
562,Chaos rune,False,True,54,12000
563,Law rune,False,True,144,12000
564,Cosmic rune,False,True,30,12000
565,Blood rune,True,True,240,10000
566,Soul rune,True,True,180,10000
567,Unpowered orb,True,True,60,10000
568,Unpowered orb,True,True,60,
569,Fire orb,True,True,180,10000
570,Fire orb,True,True,180,
571,Water orb,True,True,180,10000
572,Water orb,True,True,180,
573,Air orb,True,True,180,10000
574,Air orb,True,True,180,
575,Earth orb,True,True,180,10000
576,Earth orb,True,True,180,
577,Blue wizard robe,False,True,9,125
578,Blue wizard robe,False,True,9,
579,Blue wizard hat,False,True,1,125
580,Blue wizard hat,False,True,1,
581,Black robe,False,True,7,125
582,Black robe,False,True,7,
583,Bailing bucket,True,True,6,
584,Bailing bucket,True,True,6,
585,Bailing bucket,True,True,6,
586,Bailing bucket,True,True,6,
587,Orb of protection,True,False,0,
588,Orbs of protection,True,False,0,
589,Gnome amulet,True,False,0,
590,Tinderbox,False,True,0,40
591,Tinderbox,False,True,0,
592,Ashes,False,True,1,13000
593,Ashes,False,True,1,
594,Lit torch,True,False,2,
595,Torch,False,True,0,
596,Unlit torch,True,True,2,40
597,Unlit torch,True,True,2,
598,Bronze fire arrow,True,True,6,
600,Astronomy book,True,True,1,
601,Goblin kitchen key,True,False,0,
602,Lens mould,True,False,0,
603,Observatory lens,True,False,1,
604,Bone shard,True,False,0,
605,Bone key,True,False,0,
606,Stone-plaque,True,False,0,
607,Tattered scroll,True,False,0,
608,Crumpled scroll,True,False,0,
609,Rashiliyia corpse,True,False,0,
610,Zadimus corpse,True,False,0,
611,Locating crystal,True,False,0,
612,Locating crystal,True,False,0,
613,Locating crystal,True,False,0,
614,Locating crystal,True,False,0,
615,Locating crystal,True,False,0,
616,Beads of the dead,True,False,0,
617,Coins,True,False,0,
618,Bone beads,True,False,0,
619,Paramaya ticket,True,False,3,
620,Paramaya ticket,True,False,3,
621,Ship ticket,True,True,3,18000
622,Ship ticket,True,True,3,
623,Sword pommel,True,False,0,
624,Bervirius notes,True,False,0,
625,Wampum belt,True,False,3,
626,Pink boots,True,True,120,150
627,Pink boots,True,True,120,
628,Green boots,True,True,120,150
629,Green boots,True,True,120,
630,Blue boots,True,True,120,150
631,Blue boots,True,True,120,
632,Cream boots,True,True,120,150
633,Cream boots,True,True,120,
634,Turquoise boots,True,True,120,150
635,Turquoise boots,True,True,120,
636,Pink robe top,True,True,108,150
637,Pink robe top,True,True,108,
638,Green robe top,True,True,108,150
639,Green robe top,True,True,108,
640,Blue robe top,True,True,108,150
641,Blue robe top,True,True,108,
642,Cream robe top,True,True,108,150
643,Cream robe top,True,True,108,
644,Turquoise robe top,True,True,108,150
645,Turquoise robe top,True,True,108,
646,Pink robe bottoms,True,True,108,150
647,Pink robe bottoms,True,True,108,
648,Green robe bottoms,True,True,108,150
649,Green robe bottoms,True,True,108,
650,Blue robe bottoms,True,True,108,150
651,Blue robe bottoms,True,True,108,
652,Cream robe bottoms,True,True,108,150
653,Cream robe bottoms,True,True,108,
654,Turquoise robe bottoms,True,True,108,150
655,Turquoise robe bottoms,True,True,108,
656,Pink hat,True,True,96,150
657,Pink hat,True,True,96,
658,Green hat,True,True,96,150
659,Green hat,True,True,96,
660,Blue hat,True,True,96,150
661,Blue hat,True,True,96,
662,Cream hat,True,True,96,150
663,Cream hat,True,True,96,
664,Turquoise hat,True,True,96,150
665,Turquoise hat,True,True,96,
666,Portrait,False,False,1,
667,Blurite sword,False,False,120,
668,Blurite ore,False,False,1,
669,Specimen jar,True,False,0,
670,Specimen brush,True,False,0,
671,Animal skull,True,False,0,
672,Special cup,True,False,0,
673,Teddy,True,False,0,
674,Cracked sample,True,False,0,
675,Rock pick,True,False,0,
676,Trowel,True,False,0,
677,Panning tray,True,False,0,
678,Panning tray,True,False,0,
679,Panning tray,True,False,0,
680,Nuggets,True,False,0,
681,Ancient talisman,True,False,0,
682,Unstamped letter,True,False,0,
683,Sealed letter,True,False,0,
684,Belt buckle,True,False,0,
685,Old boot,True,False,0,
686,Rusty sword,True,False,0,
687,Broken arrow,True,False,0,
688,Buttons,True,False,0,
689,Broken staff,True,True,0,
690,Broken glass,True,False,0,
691,Level 1 certificate,True,False,0,
692,Level 2 certificate,True,False,0,
693,Level 3 certificate,True,False,0,
694,Ceramic remains,True,False,0,
695,Old tooth,True,False,0,
696,Invitation letter,True,False,0,
697,Damaged armour,True,False,0,
698,Broken armour,True,False,0,
699,Stone tablet,True,False,0,
700,Chemical powder,True,False,0,
701,Ammonium nitrate,True,False,0,
702,Unidentified liquid,True,False,0,
703,Nitroglycerin,True,False,0,
704,Ground charcoal,True,False,0,
705,Mixed chemicals,True,False,0,
706,Mixed chemicals,True,False,0,
707,Chemical compound,True,False,0,
708,Arcenia root,True,False,0,
709,Chest key,True,False,0,
710,Vase,True,False,0,
711,Book on chemicals,True,False,0,
712,Cup of tea,True,True,0,2000
713,Clue scroll,False,False,0,
714,Radimus notes,True,False,0,
715,Radimus notes,True,False,0,
716,Bull roarer,True,False,0,
717,Scrawled note,True,False,0,
718,A scribbled note,True,False,0,
719,Scrumpled note,True,False,0,
720,Sketch,True,False,6,
721,Gold bowl,True,False,420,
722,Blessed gold bowl,True,False,420,
723,Golden bowl,True,False,420,
724,Golden bowl,True,False,420,
725,Golden bowl,True,False,420,
726,Golden bowl,True,False,420,
727,Hollow reed,True,False,1,
728,Hollow reed,False,False,0,
729,Shamans tome,True,False,0,
730,Binding book,True,False,0,
731,Enchanted vial,True,False,0,
732,Holy water,True,False,0,
733,Smashed glass,True,True,0,
734,Smashed glass,True,True,0,
735,Yommi tree seeds,True,False,0,
736,Yommi tree seeds,True,False,0,
737,Snakeweed mixture,True,False,0,
738,Ardrigal mixture,True,False,0,
739,Bravery potion,True,False,0,
740,Blue hat,True,False,1,
741,Chunk of crystal,True,False,0,
742,Hunk of crystal,True,False,0,
743,Lump of crystal,True,False,0,
744,Heart crystal,True,False,0,
745,Heart crystal,True,False,0,
746,Dark dagger,True,False,0,
747,Glowing dagger,True,False,0,
748,Holy force,True,False,0,
749,Yommi totem,True,False,0,
750,Gilded totem,True,False,0,
751,Gnomeball,True,True,0,150
752,Gnomeball,True,True,0,
753,Cadava berries,False,True,0,15
754,Cadava berries,False,True,0,
755,Message,False,False,3,
756,Cadava potion,False,False,0,
757,Book,False,False,0,
758,Phoenix hq key,False,False,0,
759,Weapon store key,False,True,0,
760,Weapon store key,False,True,0,
761,Intel report,False,False,3,
762,Falador shield,False,False,0,
763,Broken shield,False,False,0,
764,Coal bag,False,False,60,
765,Broken shield,False,False,0,
766,Gem bag,False,False,60,
767,Phoenix crossbow,False,True,2,
768,Phoenix crossbow,False,True,2,
769,Certificate,False,False,0,
770,Ardougne cloak,False,False,0,
771,Dramen branch,True,False,9,
772,Dramen staff,True,False,9,
773,'perfect' ring,True,False,1215,
774,'perfect' necklace,True,False,1305,
775,Cooking gauntlets,True,False,0,
776,Goldsmith gauntlets,True,False,0,
777,Chaos gauntlets,True,False,0,
778,Steel gauntlets,True,False,0,
779,Crest part,True,False,0,
780,Crest part,True,False,0,
781,Crest part,True,False,0,
782,Family crest,True,False,0,
783,Bark sample,True,False,1,
784,Translation book,True,False,1,
785,Glough's journal,True,False,1,
786,Hazelmere's scroll,True,False,1,
787,Lumber order,True,False,1,
788,Glough's key,True,False,0,
789,Twigs,True,False,0,
790,Twigs,True,False,0,
791,Twigs,True,False,0,
792,Twigs,True,False,0,
793,Daconia rock,True,False,0,
794,Invasion plans,True,False,1,
795,War ship,False,False,1,
800,Bronze thrownaxe,True,True,1,7000
801,Iron thrownaxe,True,True,4,7000
802,Steel thrownaxe,True,True,15,7000
803,Mithril thrownaxe,True,True,42,7000
804,Adamant thrownaxe,True,True,105,11000
805,Rune thrownaxe,True,True,264,11000
806,Bronze dart,True,True,0,7000
807,Iron dart,True,True,1,7000
808,Steel dart,True,True,6,7000
809,Mithril dart,True,True,15,7000
810,Adamant dart,True,True,39,11000
811,Rune dart,True,True,210,11000
812,Bronze dart(p),True,True,0,7000
813,Iron dart(p),True,True,1,7000
814,Steel dart(p),True,True,6,7000
815,Mithril dart(p),True,True,15,7000
816,Adamant dart(p),True,True,39,11000
817,Rune dart(p),True,True,210,11000
818,Poisoned dart(p),True,False,0,
819,Bronze dart tip,True,True,0,13000
820,Iron dart tip,True,True,1,13000
821,Steel dart tip,True,True,3,13000
822,Mithril dart tip,True,True,7,13000
823,Adamant dart tip,True,True,21,11000
824,Rune dart tip,True,True,105,11000
825,Bronze javelin,True,True,2,7000
826,Iron javelin,True,True,3,7000
827,Steel javelin,True,True,14,7000
828,Mithril javelin,True,True,38,7000
829,Adamant javelin,True,True,96,11000
